"Source","Target"
"Randel, S.","Koonen, T."
"Campos, F.","Rivera, D."
"Campos, F.","Yaguache, J."
"Rivera, D.","Yaguache, J."
"Monsalve, C.","April, A."
"Monsalve, C.","Abran, A."
"April, A.","Abran, A."
"Bittmann, S.","Metzger, D."
"Bittmann, S.","Fellmann, M."
"Bittmann, S.","Thomas, O."
"Metzger, D.","Fellmann, M."
"Metzger, D.","Thomas, O."
"Fellmann, M.","Thomas, O."
"Thomas, O.","Fellmann, M."
"Datta, D.","Malczewski, J."
"Datta, D.","Figueira, J.R."
"Malczewski, J.","Figueira, J.R."
"Monsalve, C.","April, A."
"Monsalve, C.","Abran, A."
"April, A.","Abran, A."
"Leung, J.Y.-T.","Li, C.-L."
"Tovar, E.","Lopez-Vargas, J.A."
"Tovar, E.","Piedra, N.O."
"Tovar, E.","Chicaiza, J.A."
"Lopez-Vargas, J.A.","Piedra, N.O."
"Lopez-Vargas, J.A.","Chicaiza, J.A."
"Piedra, N.O.","Chicaiza, J.A."
"Mauricio Gonzalez, P.","Liliana Gonzalez, P."
"Mauricio Gonzalez, P.","Giraldo, G.U."
"Liliana Gonzalez, P.","Giraldo, G.U."
"Deeb, B.","Hassan, Z."
"Deeb, B.","Beseiso, M."
"Hassan, Z.","Beseiso, M."
"Arimoto, M.M.","Barbosa, E.F."
"Abeywardena, I.S.","Chan, C.S."
"Abeywardena, I.S.","Tham, C.Y."
"Chan, C.S.","Tham, C.Y."
"Ackovska, N.","Ristov, S."
"Paladines, F.","Velasquez, A."
"Geng, L.","Wei, J.L."
"Geng, L.","Penty, R.V."
"Geng, L.","White, I.H."
"Geng, L.","Cunningham, D.G."
"Wei, J.L.","Penty, R.V."
"Wei, J.L.","White, I.H."
"Wei, J.L.","Cunningham, D.G."
"Penty, R.V.","White, I.H."
"Penty, R.V.","Cunningham, D.G."
"White, I.H.","Cunningham, D.G."
"Geng, L.","Wei, J.L."
"Geng, L.","Penty, R.V."
"Geng, L.","White, I.H."
"Geng, L.","Cunningham, D.G."
"Wei, J.L.","Penty, R.V."
"Wei, J.L.","White, I.H."
"Wei, J.L.","Cunningham, D.G."
"Penty, R.V.","White, I.H."
"Penty, R.V.","Cunningham, D.G."
"White, I.H.","Cunningham, D.G."
"Goettelmann, E.","Mayer, N."
"Goettelmann, E.","Godart, C."
"Mayer, N.","Godart, C."
"Gebhart, M.","Mevius, M."
"Gebhart, M.","Wiedmann, P."
"Mevius, M.","Wiedmann, P."
"Li, W.","Goodchild, M.F."
"Li, W.","Church, R."
"Goodchild, M.F.","Church, R."
"Datta, D.","Figueira, J.R."
"Datta, D.","Gourtani, A.M."
"Datta, D.","Morton, A."
"Figueira, J.R.","Gourtani, A.M."
"Figueira, J.R.","Morton, A."
"Gourtani, A.M.","Morton, A."
"Morton, A.","Gourtani, A.M."
"Dragicevic, S.","Celar, S."
"Dragicevic, S.","Novak, L."
"Celar, S.","Novak, L."
"Koda, R.","Piwiski, J."
"Koda, R.","Kurzejamski, K."
"Piwiski, J.","Kurzejamski, K."
"Koda, R.","Piwiski, J."
"Markoska, E.","Kostoska, M."
"Markoska, E.","Ristov, S."
"Markoska, E.","Gusev, M."
"Kostoska, M.","Ristov, S."
"Kostoska, M.","Gusev, M."
"Ristov, S.","Gusev, M."
"Gusev, M.","Ristov, S."
"Zhao, J.","Exeter, D.J."
"Siddula, M.","Dai, F."
"Siddula, M.","Ye, Y."
"Siddula, M.","Fan, J."
"Dai, F.","Ye, Y."
"Dai, F.","Fan, J."
"Ye, Y.","Fan, J."
"Xavier, E.M.A.","Ariza-Lpez, F.J."
"Xavier, E.M.A.","Urea-Cmara, M.A."
"Ariza-Lpez, F.J.","Urea-Cmara, M.A."
"Zhang, Z.","Liu, M."
"Zhang, Z.","Lim, A."
"Liu, M.","Lim, A."
"Yanik, S.","Srer, ."
"Yanik, S.","ztayi, B."
"Srer, .","ztayi, B."
"Sabar, N.R.","Kendall, G."
"Xue, L.","Luo, Z."
"Xue, L.","Lim, A."
"Luo, Z.","Lim, A."
"Guo, Z.","Liu, L."
"Guo, Z.","Yang, J."
"Liu, L.","Yang, J."
"Zhang, J.","Tang, Q."
"Zhang, J.","Chen, Y."
"Zhang, J.","Lin, S."
"Tang, Q.","Chen, Y."
"Tang, Q.","Lin, S."
"Chen, Y.","Lin, S."
"Lieder, A.","Stolletz, R."
"Breyer, F.","Lee, S.C.J."
"Breyer, F.","Crdenas, D."
"Breyer, F.","Randel, S."
"Breyer, F.","Hanik, N."
"Lee, S.C.J.","Crdenas, D."
"Lee, S.C.J.","Randel, S."
"Lee, S.C.J.","Hanik, N."
"Crdenas, D.","Randel, S."
"Crdenas, D.","Hanik, N."
"Randel, S.","Hanik, N."
"Ortega, A.P.","Marcos, X.E."
"Ortega, A.P.","Chiang, L.D."
"Ortega, A.P.","Abad, C.L."
"Marcos, X.E.","Chiang, L.D."
"Marcos, X.E.","Abad, C.L."
"Chiang, L.D.","Abad, C.L."
"Abad, C.L.","Chiang, L.D."
"Tierra, A.R.","de Freitas, S.R.C."
"Tierra, A.R.","Guevara, P.M."
"de Freitas, S.R.C.","Guevara, P.M."
"Andrade-Piedra, J.L.","Cceres, P.A."
"Andrade-Piedra, J.L.","Pumisacho, M."
"Andrade-Piedra, J.L.","Forbes, G.A."
"Cceres, P.A.","Pumisacho, M."
"Cceres, P.A.","Forbes, G.A."
"Pumisacho, M.","Forbes, G.A."
"Marn-Nieto, L.","Herbozo-Alvardo, E."
"Marn-Nieto, L.","Rivera-Guapulema, J.R."
"Marn-Nieto, L.","Avecillas-Andrade, M.J."
"Herbozo-Alvardo, E.","Rivera-Guapulema, J.R."
"Herbozo-Alvardo, E.","Avecillas-Andrade, M.J."
"Rivera-Guapulema, J.R.","Avecillas-Andrade, M.J."
"Nader, R.","Naranjo, G."
"Jacome, C.D.","Jara, F."
"Helguero, J.","Astudillo, G."
"Helguero, J.","Estrada, R."
"Astudillo, G.","Estrada, R."
"Alvarado, J.M.","Alvarado, E.V."
"Alvarado, J.M.","Arvalo, M.A."
"Alvarado, J.M.","Quituisaca, S.P."
"Alvarado, J.M.","Gomez, J.F."
"Alvarado, J.M.","De Oliveira-De Jesus, P.M."
"Alvarado, E.V.","Arvalo, M.A."
"Alvarado, E.V.","Quituisaca, S.P."
"Alvarado, E.V.","Gomez, J.F."
"Alvarado, E.V.","De Oliveira-De Jesus, P.M."
"Arvalo, M.A.","Quituisaca, S.P."
"Arvalo, M.A.","Gomez, J.F."
"Arvalo, M.A.","De Oliveira-De Jesus, P.M."
"Quituisaca, S.P.","Gomez, J.F."
"Quituisaca, S.P.","De Oliveira-De Jesus, P.M."
"Gomez, J.F.","De Oliveira-De Jesus, P.M."
"Novillo, F.","Churchman, M."
"Novillo, F.","Ferrs, R."
"Novillo, F.","Agust, R."
"Churchman, M.","Ferrs, R."
"Churchman, M.","Agust, R."
"Ferrs, R.","Agust, R."
"Cudennec, C.","Pouget, J.-C."
"Cudennec, C.","Chargui, S."
"Cudennec, C.","Boudhra, H."
"Cudennec, C.","Jaffrezic, A."
"Cudennec, C.","Slimani, M."
"Pouget, J.-C.","Chargui, S."
"Pouget, J.-C.","Boudhra, H."
"Pouget, J.-C.","Jaffrezic, A."
"Pouget, J.-C.","Slimani, M."
"Chargui, S.","Boudhra, H."
"Chargui, S.","Jaffrezic, A."
"Chargui, S.","Slimani, M."
"Boudhra, H.","Jaffrezic, A."
"Boudhra, H.","Slimani, M."
"Jaffrezic, A.","Slimani, M."
"De Vylder, J.","Ochoa, D."
"De Vylder, J.","Philips, W."
"De Vylder, J.","Chaerle, L."
"De Vylder, J.","Van Der Straeten, D."
"Ochoa, D.","Philips, W."
"Ochoa, D.","Chaerle, L."
"Ochoa, D.","Van Der Straeten, D."
"Philips, W.","Chaerle, L."
"Philips, W.","Van Der Straeten, D."
"Chaerle, L.","Van Der Straeten, D."
"Senf, D.","Fierro, G."
"Senf, D.","Cardozo, J."
"Senf, D.","Schmalbach, R."
"Fierro, G.","Cardozo, J."
"Fierro, G.","Schmalbach, R."
"Cardozo, J.","Schmalbach, R."
"Schmalbach, R.","Cardozo, J."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Van Orshoven, J."
"Carvallo, J.P.","Franch, X."
"Atef, M.","Swoboda, R."
"Atef, M.","Zimmermann, H."
"Swoboda, R.","Zimmermann, H."
"Atef, M.","Zimmermann, H."
"Mancini, A.","Frontoni, E."
"Mancini, A.","Zingaretti, P."
"Frontoni, E.","Zingaretti, P."
"Tierra, A.","Romero, R."
"Prez1, W.","ahui, M."
"Prez1, W.","Ellis, D."
"Prez1, W.","Forbes, G.A."
"ahui, M.","Ellis, D."
"ahui, M.","Forbes, G.A."
"Ellis, D.","Forbes, G.A."
"Ziggah, Y.Y.","Youjian, H."
"Ziggah, Y.Y.","Yu, X."
"Ziggah, Y.Y.","Basommi, L.P."
"Youjian, H.","Yu, X."
"Youjian, H.","Basommi, L.P."
"Yu, X.","Basommi, L.P."
"Carvallo, J.P.","Franch, X."
"Carvallo, J.P.","Franch, X."
"De Los Reyes, J.C.","Kunisch, K."
"Liao, Y.","Yang, S.-Z."
"Liao, Y.","Li, P."
"Liao, Y.","Yang, H."
"Liao, Y.","Yang, L.-S."
"Yang, S.-Z.","Li, P."
"Yang, S.-Z.","Yang, H."
"Yang, S.-Z.","Yang, L.-S."
"Li, P.","Yang, H."
"Li, P.","Yang, L.-S."
"Yang, H.","Yang, L.-S."
"Chargui, S.","Gharbi, H."
"Chargui, S.","Slimani, M."
"Gharbi, H.","Slimani, M."
"Chargui, S.","Gharbi, H."
"Chargui, S.","Slimani, M."
"Gharbi, H.","Slimani, M."
"De Lavenne, A.","Boudhra, H."
"De Lavenne, A.","Cudennec, C."
"Boudhra, H.","Cudennec, C."
"Liao, Y.","Yang, S.-Z."
"Liao, Y.","Wei, H.-B."
"Liao, Y.","Wang, D."
"Yang, S.-Z.","Wei, H.-B."
"Yang, S.-Z.","Wang, D."
"Wei, H.-B.","Wang, D."
"Yan, D.","Zhang, C."
"Yan, D.","Yang, L."
"Yan, D.","Li, P."
"Zhang, C.","Yang, L."
"Zhang, C.","Li, P."
"Yang, L.","Li, P."
"Atef, M.","Swoboda, R."
"Atef, M.","Zimmermann, H."
"Swoboda, R.","Zimmermann, H."
"Mizobuchi, R.","Fukuoka, S."
"Mizobuchi, R.","Tsushima, S."
"Mizobuchi, R.","Yano, M."
"Mizobuchi, R.","Sato, H."
"Fukuoka, S.","Tsushima, S."
"Fukuoka, S.","Yano, M."
"Fukuoka, S.","Sato, H."
"Tsushima, S.","Yano, M."
"Tsushima, S.","Sato, H."
"Yano, M.","Sato, H."
"Duku, C.","Sparks, A.H."
"Duku, C.","Zwart, S.J."
"Sparks, A.H.","Zwart, S.J."
"van der Waals, J.E.","Steyn, J.M."
"van der Waals, J.E.","Franke, A.C."
"van der Waals, J.E.","Haverkort, A.J."
"Steyn, J.M.","Franke, A.C."
"Steyn, J.M.","Haverkort, A.J."
"Franke, A.C.","Haverkort, A.J."
"Khiutti, A.","Spooner, D.M."
"Khiutti, A.","Jansky, S.H."
"Khiutti, A.","Halterman, D.A."
"Spooner, D.M.","Jansky, S.H."
"Spooner, D.M.","Halterman, D.A."
"Jansky, S.H.","Halterman, D.A."
"Hochstetter, J.","Daz, C."
"Hochstetter, J.","Cares, C."
"Daz, C.","Cares, C."
"Kunisch, K.","Lu, X."
"Jin, L.","Zhang, H."
"Jin, L.","Yang, L."
"Jin, L.","Zhu, H."
"Zhang, H.","Yang, L."
"Zhang, H.","Zhu, H."
"Yang, L.","Zhu, H."
"Kunisch, K.","Lu, X."
"Malekian, A.","Azarnivand, A."
"Sequeira, A.","Volpert, V."
"Sequeira, A.","Tiago, J."
"Sequeira, A.","Gambaruto, A."
"Volpert, V.","Tiago, J."
"Volpert, V.","Gambaruto, A."
"Volpert, V.","Sequeira, A."
"Tiago, J.","Gambaruto, A."
"Tiago, J.","Sequeira, A."
"Gambaruto, A.","Sequeira, A."
"Cudennec, C.","De Lavenne, A."
"Rigon, R.","Bancheri, M."
"Rigon, R.","Formetta, G."
"Rigon, R.","deLavenne, A."
"Bancheri, M.","Formetta, G."
"Bancheri, M.","deLavenne, A."
"Formetta, G.","deLavenne, A."
"de Lavenne, A.","Skien, J.O."
"de Lavenne, A.","Cudennec, C."
"de Lavenne, A.","Curie, F."
"de Lavenne, A.","Moatar, F."
"Skien, J.O.","Cudennec, C."
"Skien, J.O.","Curie, F."
"Skien, J.O.","Moatar, F."
"Cudennec, C.","Curie, F."
"Cudennec, C.","Moatar, F."
"Curie, F.","Moatar, F."
"Plich, J.","Tatarowska, B."
"Plich, J.","Lebecka, R."
"Plich, J.","liwka, J."
"Plich, J.","Zimnoch-Guzowska, E."
"Plich, J.","Flis, B."
"Tatarowska, B.","Lebecka, R."
"Tatarowska, B.","liwka, J."
"Tatarowska, B.","Zimnoch-Guzowska, E."
"Tatarowska, B.","Flis, B."
"Lebecka, R.","liwka, J."
"Lebecka, R.","Zimnoch-Guzowska, E."
"Lebecka, R.","Flis, B."
"liwka, J.","Zimnoch-Guzowska, E."
"liwka, J.","Flis, B."
"Zimnoch-Guzowska, E.","Flis, B."
"Tian, Y.E.","Yin, J.L."
"Tian, Y.E.","Sun, J.P."
"Tian, Y.E.","Ma, Y.F."
"Tian, Y.E.","Wang, Q.H."
"Tian, Y.E.","Quan, J.L."
"Tian, Y.E.","Shan, W.X."
"Yin, J.L.","Sun, J.P."
"Yin, J.L.","Ma, Y.F."
"Yin, J.L.","Wang, Q.H."
"Yin, J.L.","Quan, J.L."
"Yin, J.L.","Shan, W.X."
"Sun, J.P.","Ma, Y.F."
"Sun, J.P.","Wang, Q.H."
"Sun, J.P.","Quan, J.L."
"Sun, J.P.","Shan, W.X."
"Ma, Y.F.","Wang, Q.H."
"Ma, Y.F.","Quan, J.L."
"Ma, Y.F.","Shan, W.X."
"Wang, Q.H.","Quan, J.L."
"Wang, Q.H.","Shan, W.X."
"Quan, J.L.","Shan, W.X."
"Tian, Y.","Yin, J."
"Tian, Y.","Sun, J."
"Tian, Y.","Ma, H."
"Tian, Y.","Ma, Y."
"Tian, Y.","Quan, J."
"Tian, Y.","Shan, W."
"Yin, J.","Sun, J."
"Yin, J.","Ma, H."
"Yin, J.","Ma, Y."
"Yin, J.","Quan, J."
"Yin, J.","Shan, W."
"Sun, J.","Ma, H."
"Sun, J.","Ma, Y."
"Sun, J.","Quan, J."
"Sun, J.","Shan, W."
"Ma, H.","Ma, Y."
"Ma, H.","Quan, J."
"Ma, H.","Shan, W."
"Ma, Y.","Quan, J."
"Ma, Y.","Shan, W."
"Quan, J.","Shan, W."
"Penet, L.","Barthe, E."
"Penet, L.","Alleyne, A."
"Penet, L.","Blazy, J.M."
"Barthe, E.","Alleyne, A."
"Barthe, E.","Blazy, J.M."
"Alleyne, A.","Blazy, J.M."
"Bamberg, J.","del Rio, A."
"Bamberg, J.","Navarre, D.A."
"del Rio, A.","Navarre, D.A."
"Cooper, W.R.","Bamberg, J.B."
"Fan, Q.","Jiao, Y."
"Fan, Q.","Lu, X."
"Jiao, Y.","Lu, X."
"Geng, R.","Zhang, H."
"Geng, R.","Yang, L."
"Geng, R.","Zhu, H."
"Zhang, H.","Yang, L."
"Zhang, H.","Zhu, H."
"Yang, L.","Zhu, H."
"Ciaramella, G.","Borz, A."
"Ciaramella, G.","Dirr, G."
"Ciaramella, G.","Wachsmuth, D."
"Borz, A.","Dirr, G."
"Borz, A.","Wachsmuth, D."
"Dirr, G.","Wachsmuth, D."
"Wachsmuth, D.","Dirr, G."
"De Brito, M.M.","Evers, M."
"Sequeira, A.","Volpert, V."
"Sequeira, A.","Volpert, V."
"Volpert, V.","Sequeira, A."
"Sequeira, A.","Volpert, V."
"Squividant, H.","Bera, R."
"Squividant, H.","Aurousseau, P."
"Squividant, H.","Cudennec, C."
"Bera, R.","Aurousseau, P."
"Bera, R.","Cudennec, C."
"Aurousseau, P.","Cudennec, C."
"Piccolroaz, S.","Di Lazzaro, M."
"Piccolroaz, S.","Zarlenga, A."
"Piccolroaz, S.","Majone, B."
"Piccolroaz, S.","Bellin, A."
"Piccolroaz, S.","Fiori, A."
"Di Lazzaro, M.","Zarlenga, A."
"Di Lazzaro, M.","Majone, B."
"Di Lazzaro, M.","Bellin, A."
"Di Lazzaro, M.","Fiori, A."
"Zarlenga, A.","Majone, B."
"Zarlenga, A.","Bellin, A."
"Zarlenga, A.","Fiori, A."
"Majone, B.","Bellin, A."
"Majone, B.","Fiori, A."
"Bellin, A.","Fiori, A."
"Pinzn, P.J.","Prez, I."
"Pinzn, P.J.","Vzquez, C."
"Prez, I.","Vzquez, C."
"Michalska, A.M.","Sobkowiak, S."
"Michalska, A.M.","Flis, B."
"Michalska, A.M.","Zimnoch-Guzowska, E."
"Sobkowiak, S.","Flis, B."
"Sobkowiak, S.","Zimnoch-Guzowska, E."
"Flis, B.","Zimnoch-Guzowska, E."
"Bryliska, M.","Sobkowiak, S."
"Bryliska, M.","Stefaczyk, E."
"Bryliska, M.","liwka, J."
"Sobkowiak, S.","Stefaczyk, E."
"Sobkowiak, S.","liwka, J."
"Stefaczyk, E.","liwka, J."
"Zhu, W.","Shen, L.-L."
"Zhu, W.","Fang, Z.-G."
"Zhu, W.","Yang, L.-N."
"Zhu, W.","Zhang, J.-F."
"Zhu, W.","Sun, D.-L."
"Zhu, W.","Zhan, J."
"Shen, L.-L.","Fang, Z.-G."
"Shen, L.-L.","Yang, L.-N."
"Shen, L.-L.","Zhang, J.-F."
"Shen, L.-L.","Sun, D.-L."
"Shen, L.-L.","Zhan, J."
"Fang, Z.-G.","Yang, L.-N."
"Fang, Z.-G.","Zhang, J.-F."
"Fang, Z.-G.","Sun, D.-L."
"Fang, Z.-G.","Zhan, J."
"Yang, L.-N.","Zhang, J.-F."
"Yang, L.-N.","Sun, D.-L."
"Yang, L.-N.","Zhan, J."
"Zhang, J.-F.","Sun, D.-L."
"Zhang, J.-F.","Zhan, J."
"Sun, D.-L.","Zhan, J."
"de Lavenne, A.","Skien, J.O."
"de Lavenne, A.","Cudennec, C."
"de Lavenne, A.","Curie, F."
"de Lavenne, A.","Moatar, F."
"Skien, J.O.","Cudennec, C."
"Skien, J.O.","Curie, F."
"Skien, J.O.","Moatar, F."
"Cudennec, C.","Curie, F."
"Cudennec, C.","Moatar, F."
"Curie, F.","Moatar, F."
"Cudennec, C.","Gelfan, A."
"Cudennec, C.","Ren, L."
"Cudennec, C.","Slimani, M."
"Gelfan, A.","Ren, L."
"Gelfan, A.","Slimani, M."
"Ren, L.","Slimani, M."
"Slimani, M.","Ren, L."
"Guerra, T.","Sequeira, A."
"Guerra, T.","Tiago, J."
"Sequeira, A.","Tiago, J."
"Jin, Z.-F.","Wan, Z."
"Jin, Z.-F.","Jiao, Y."
"Jin, Z.-F.","Lu, X."
"Wan, Z.","Jiao, Y."
"Wan, Z.","Lu, X."
"Jiao, Y.","Lu, X."
"Lu, X.","Jiao, Y."
"Ruan, Z.","Yang, Z."
"Ruan, Z.","Lu, X."
"Yang, Z.","Lu, X."
"Aigner, C.S.","Clason, C."
"Aigner, C.S.","Rund, A."
"Aigner, C.S.","Stollberger, R."
"Clason, C.","Rund, A."
"Clason, C.","Stollberger, R."
"Rund, A.","Stollberger, R."
"Ciaramella, G.","Borz, A."
"Ciaramella, G.","Borz, A."
"Liu, M.","Fan, Q."
"Bozorg-Haddad, O.","Azarnivand, A."
"Bozorg-Haddad, O.","Hosseini-Moghari, S.-M."
"Bozorg-Haddad, O.","Loiciga, H.A."
"Azarnivand, A.","Hosseini-Moghari, S.-M."
"Azarnivand, A.","Loiciga, H.A."
"Hosseini-Moghari, S.-M.","Loiciga, H.A."
"Loiciga, H.A.","Hosseini-Moghari, S.-M."
"Ciaramella, G.","Borz, A."
"Ruan, Z.","Yang, Z."
"Ruan, Z.","Lu, X."
"Yang, Z.","Lu, X."
"Goodwin, D.L.","Kuprov, I."
"O'Hern, J.E.","Mullin, K.D."
"O'Hern, J.E.","Barry, K."
"O'Hern, J.E.","Biggs, D.C."
"O'Hern, J.E.","Uscocovich, E.P."
"Mullin, K.D.","Barry, K."
"Mullin, K.D.","Biggs, D.C."
"Mullin, K.D.","Uscocovich, E.P."
"Barry, K.","Biggs, D.C."
"Barry, K.","Uscocovich, E.P."
"Biggs, D.C.","Uscocovich, E.P."
"Touma, B.R.","Encalada, A.C."
"Touma, B.R.","Fornells, N.P."
"Encalada, A.C.","Fornells, N.P."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Van Orshoven, J."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Tovar, E."
"Piedra, N.","Martnez, O."
"Chicaiza, J.","Tovar, E."
"Chicaiza, J.","Martnez, O."
"Tovar, E.","Martnez, O."
"Martnez, O.","Tovar, E."
"De Vylder, J.","Ochoa, D."
"De Vylder, J.","Philips, W."
"De Vylder, J.","Chaerle, L."
"De Vylder, J.","Van Der Straeten, D."
"Ochoa, D.","Philips, W."
"Ochoa, D.","Chaerle, L."
"Ochoa, D.","Van Der Straeten, D."
"Philips, W.","Chaerle, L."
"Philips, W.","Van Der Straeten, D."
"Chaerle, L.","Van Der Straeten, D."
"Michaud, F.","Witt, C."
"Michaud, F.","Royer, J.-Y."
"Witt, C.","Royer, J.-Y."
"Chargui, S.","Cudennec, C."
"Chargui, S.","Slimani, M."
"Chargui, S.","Pouget, J.-C."
"Chargui, S.","Aouissi, J."
"Cudennec, C.","Slimani, M."
"Cudennec, C.","Pouget, J.-C."
"Cudennec, C.","Aouissi, J."
"Slimani, M.","Pouget, J.-C."
"Slimani, M.","Aouissi, J."
"Pouget, J.-C.","Slimani, M."
"Pouget, J.-C.","Aouissi, J."
"Aouissi, J.","Pouget, J.-C."
"Fry, W.E.","Andrade-Piedra, J.L."
"Fry, W.E.","Forbes, G.A."
"Fry, W.E.","Shtienberg, D."
"Andrade-Piedra, J.L.","Forbes, G.A."
"Andrade-Piedra, J.L.","Shtienberg, D."
"Forbes, G.A.","Shtienberg, D."
"Mendizabal, A.","Sanchez, F."
"Carrin, R.G.","Cabezas, M.V."
"Arias, C.H.","Ask, L."
"Carvallo, J.P.","Franch, X."
"Longo, M.","Blanco, J.F."
"Che Salmah, M.R.","Al-Shami, S.A."
"Che Salmah, M.R.","Abu Hassan, A."
"Che Salmah, M.R.","Madrus, M.R."
"Che Salmah, M.R.","Nurul Huda, A."
"Al-Shami, S.A.","Abu Hassan, A."
"Al-Shami, S.A.","Madrus, M.R."
"Al-Shami, S.A.","Nurul Huda, A."
"Abu Hassan, A.","Madrus, M.R."
"Abu Hassan, A.","Nurul Huda, A."
"Madrus, M.R.","Nurul Huda, A."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Van Orshoven, J."
"Vladoiu, M.","Constantinescu, Z."
"Moise, G.","Vladoiu, M."
"Moise, G.","Constantinescu, Z."
"Vladoiu, M.","Constantinescu, Z."
"Ackovska, N.","Ristov, S."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Wijffels, A."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Wijffels, A."
"Cattrysse, D.","Van Orshoven, J."
"Wijffels, A.","Van Orshoven, J."
"Van Orshoven, J.","Wijffels, A."
"Yepes, H.","Audin, L."
"Yepes, H.","Alvarado, A."
"Yepes, H.","Beauval, C."
"Yepes, H.","Aguilar, J."
"Yepes, H.","Font, Y."
"Yepes, H.","Cotton, F."
"Audin, L.","Alvarado, A."
"Audin, L.","Beauval, C."
"Audin, L.","Aguilar, J."
"Audin, L.","Font, Y."
"Audin, L.","Cotton, F."
"Alvarado, A.","Beauval, C."
"Alvarado, A.","Aguilar, J."
"Alvarado, A.","Font, Y."
"Alvarado, A.","Cotton, F."
"Beauval, C.","Aguilar, J."
"Beauval, C.","Font, Y."
"Beauval, C.","Cotton, F."
"Aguilar, J.","Font, Y."
"Aguilar, J.","Cotton, F."
"Font, Y.","Cotton, F."
"Gharbi, H.","Chargui, S."
"Gharbi, H.","Slimani, M."
"Chargui, S.","Slimani, M."
"Chargui, S.","Gharbi, H."
"Chargui, S.","Slimani, M."
"Gharbi, H.","Slimani, M."
"De Lavenne, A.","Boudhra, H."
"De Lavenne, A.","Cudennec, C."
"Boudhra, H.","Cudennec, C."
"Martinod, J.","Regard, V."
"Martinod, J.","Letourmy, Y."
"Martinod, J.","Henry, H."
"Martinod, J.","Hassani, R."
"Martinod, J.","Baratchart, S."
"Martinod, J.","Carretier, S."
"Regard, V.","Letourmy, Y."
"Regard, V.","Henry, H."
"Regard, V.","Hassani, R."
"Regard, V.","Baratchart, S."
"Regard, V.","Carretier, S."
"Letourmy, Y.","Henry, H."
"Letourmy, Y.","Hassani, R."
"Letourmy, Y.","Baratchart, S."
"Letourmy, Y.","Carretier, S."
"Henry, H.","Hassani, R."
"Henry, H.","Baratchart, S."
"Henry, H.","Carretier, S."
"Hassani, R.","Baratchart, S."
"Hassani, R.","Carretier, S."
"Baratchart, S.","Carretier, S."
"Georgieva, V.","Melnick, D."
"Georgieva, V.","Schildgen, T.F."
"Georgieva, V.","Ehlers, T.A."
"Georgieva, V.","Lagabrielle, Y."
"Georgieva, V.","Enkelmann, E."
"Georgieva, V.","Strecker, M.R."
"Melnick, D.","Schildgen, T.F."
"Melnick, D.","Ehlers, T.A."
"Melnick, D.","Lagabrielle, Y."
"Melnick, D.","Enkelmann, E."
"Melnick, D.","Strecker, M.R."
"Schildgen, T.F.","Ehlers, T.A."
"Schildgen, T.F.","Lagabrielle, Y."
"Schildgen, T.F.","Enkelmann, E."
"Schildgen, T.F.","Strecker, M.R."
"Ehlers, T.A.","Lagabrielle, Y."
"Ehlers, T.A.","Enkelmann, E."
"Ehlers, T.A.","Strecker, M.R."
"Lagabrielle, Y.","Enkelmann, E."
"Lagabrielle, Y.","Strecker, M.R."
"Enkelmann, E.","Strecker, M.R."
"Sandkuhl, K.","Ko, H."
"Blanco, J.F.","Escobar-Sierra, C."
"Blanco, J.F.","Carvajal-Quintero, J.D."
"Escobar-Sierra, C.","Carvajal-Quintero, J.D."
"Datta, D.","Malczewski, J."
"Datta, D.","Figueira, J.R."
"Malczewski, J.","Figueira, J.R."
"Fu, L.","Jiang, Y."
"Fu, L.","Ding, J."
"Fu, L.","Liu, Q."
"Fu, L.","Peng, Q.-Z."
"Fu, L.","Kang, M.-Y."
"Jiang, Y.","Ding, J."
"Jiang, Y.","Liu, Q."
"Jiang, Y.","Peng, Q.-Z."
"Jiang, Y.","Kang, M.-Y."
"Ding, J.","Liu, Q."
"Ding, J.","Peng, Q.-Z."
"Ding, J.","Kang, M.-Y."
"Liu, Q.","Peng, Q.-Z."
"Liu, Q.","Kang, M.-Y."
"Peng, Q.-Z.","Kang, M.-Y."
"Jawahar, S.","Nirmala, K."
"Koda, R.","Piwiski, J."
"Koda, R.","Kurzejamski, K."
"Piwiski, J.","Kurzejamski, K."
"Estrella, R.","Cattrysse, D."
"Estrella, R.","Van Orshoven, J."
"Cattrysse, D.","Van Orshoven, J."
"Koda, R.","Piwiski, J."
"Malekian, A.","Azarnivand, A."
"Markoska, E.","Kostoska, M."
"Markoska, E.","Ristov, S."
"Markoska, E.","Gusev, M."
"Kostoska, M.","Ristov, S."
"Kostoska, M.","Gusev, M."
"Ristov, S.","Gusev, M."
"Gusev, M.","Ristov, S."
"Cudennec, C.","De Lavenne, A."
"Glasser, N.F.","Holt, T.O."
"Glasser, N.F.","Evans, Z.D."
"Glasser, N.F.","Davies, B.J."
"Glasser, N.F.","Pelto, M."
